Date,Bench_MaxDD_5d,Bench_MaxDD_21d,Bench_MaxDD_63d,Bench_MaxDD_126d,Bench_MaxDD_252d,MA200_LowCost_MaxDD_5d,MA200_LowCost_MaxDD_21d,MA200_LowCost_MaxDD_63d,MA200_LowCost_MaxDD_126d,MA200_LowCost_MaxDD_252d,MA200_HighCost_MaxDD_5d,MA200_HighCost_MaxDD_21d,MA200_HighCost_MaxDD_63d,MA200_HighCost_MaxDD_126d,MA200_HighCost_MaxDD_252d,Tech_Drift_MaxDD_5d,Tech_Drift_MaxDD_21d,Tech_Drift_MaxDD_63d,Tech_Drift_MaxDD_126d,Tech_Drift_MaxDD_252d
2005-04-13,-0.007370973249009355,-0.018299603442228442,-0.03446621866925524,,,-0.007012966337566049,-0.017127756331161446,-0.044080182263837794,,,-0.0071198040332883916,-0.01712652093296178,-0.04360729478467942,,,-0.03008371326595399,-0.07413167889620208,-0.11430274487066294,,
2005-04-14,-0.013947688811754937,-0.014787643461947006,-0.034466218669255595,,,-0.014108873420212487,-0.0171277563311614,-0.04408018226383766,,,-0.01437642287706889,-0.01712652093296191,-0.043607294784679326,,,-0.022138290175198066,-0.06627586613421173,-0.11474559349822801,,
2005-04-15,-0.02083086619913269,-0.02166495751247244,-0.03932111643697424,,,-0.014108873420212612,-0.017127756331161488,-0.04408018226383732,,,-0.014760919422433336,-0.017126520932961832,-0.043607294784679486,,,-0.017849482884586706,-0.0662758661342119,-0.11474559349822737,,
2005-04-18,-0.02083086619913268,-0.021664957512472417,-0.03932111643697406,,,-0.015274056716573562,-0.015274056716573585,-0.0440801822638373,,,-0.017461345799315388,-0.01746134579931546,-0.04360729478468,,,-0.017358161965569604,-0.06116061405715454,-0.11474559349822752,,
2005-04-19,-0.014400127215954156,-0.021664957512472452,-0.039321116436974314,,,-0.008319434291642456,-0.01527405671657367,-0.04408018226383792,,,-0.010415699505375084,-0.017461345799315398,-0.04360729478467955,,,-0.0004999999999999848,-0.06069095953692263,-0.1008126869827566,,
2005-04-20,-0.008464276919078934,-0.023126753671783375,-0.04075653134223328,,,-0.008726270548976607,-0.01527405671657366,-0.044080182263837225,,,-0.01022627054897667,-0.018107090893300672,-0.043607294784679555,,,0.0,-0.04850984726676025,-0.10081268698275661,,
2005-04-21,-0.008096033915050973,-0.02312675367178354,-0.04075653134223268,,,-0.019600552359425715,-0.02524158332828396,-0.045382754820121406,,,-0.02256018915188074,-0.030342803821757657,-0.05003386898924378,,,0.0,-0.048033864198860035,-0.10081268698275639,,
2005-04-22,-0.008096033915050987,-0.023126753671783403,-0.040756531342233136,,,-0.019600552359425764,-0.025241583328283787,-0.045382754820121746,,,-0.022560189151880797,-0.03034280382175783,-0.05003386898924351,,,0.0,-0.04803386419885991,-0.10081268698275637,,
2005-04-25,-0.008096033915050998,-0.02312675367178347,-0.040756531342233185,,,-0.019600552359425736,-0.02524158332828344,-0.045382754820121635,,,-0.022560189151880728,-0.030342803821757695,-0.05003386898924392,,,0.0,-0.04803386419885991,-0.1008126869827569,,
2005-04-26,-0.006807693123562887,-0.02312675367178342,-0.040756531342232366,,,-0.010970009077584985,-0.02524158332828366,-0.04538275482012132,,,-0.013059680069721897,-0.030930298148962587,-0.05060943292586566,,,0.0,-0.04803386419885991,-0.10081268698275678,,
2005-04-27,-0.00680769312356286,-0.02312675367178365,-0.040756531342233046,,,-0.005602198488077511,-0.025241583328283683,-0.04538275482012225,,,-0.005623278263002923,-0.030930298148962993,-0.050609432925864985,,,0.0,-0.04803386419885991,-0.10081268698275667,,
2005-04-28,-0.009328198803941829,-0.023126753671783365,-0.04075653134223307,,,-0.005602198488077472,-0.02524158332828371,-0.04538275482012167,,,-0.0056232782630029465,-0.03093029814896276,-0.05060943292586543,,,0.0,-0.043389210533387505,-0.1008126869827567,,
2005-04-29,-0.009328198803941829,-0.02312675367178354,-0.04075653134223344,,,-0.006618021543138826,-0.025346225945631184,-0.045485235235157365,,,-0.008209492848135467,-0.03345069322876659,-0.05307864572809706,,,0.0,-0.03361175964952409,-0.10081268698275667,,
2005-05-02,-0.006505409677970541,-0.02312675367178345,-0.040756531342233206,,,-0.00470223310768649,-0.025346225945631153,-0.04548523523515745,,,-0.006269265968595746,-0.03345069322876661,-0.053078645728097354,,,0.0,-0.03312832381143011,-0.10081268698275667,,
2005-05-03,-0.006505409677970549,-0.02312675367178323,-0.04075653134223326,,,-0.004702233107686494,-0.02534622594563082,-0.04548523523515792,,,-0.006269265968595827,-0.03345069322876641,-0.0530786457280975,,,0.0,-0.03312832381143016,-0.10081268698275672,,
2005-05-04,0.0,-0.02312675367178339,-0.04075653134223304,,,-0.0022192387114176476,-0.025346225945631223,-0.04548523523515837,,,-0.003708337599724859,-0.03345069322876667,-0.05307864572809705,,,0.0,-0.03105338707361639,-0.10081268698275683,,
2005-05-05,0.0,-0.023126753671783316,-0.0407565313422333,,,-0.0005067014917707426,-0.025346225945631132,-0.045485235235157434,,,-0.0005275772751518024,-0.03345069322876649,-0.053078645728097264,,,0.0,-0.030568671409320982,-0.10081268698275658,,
2005-05-06,-0.003379005005680794,-0.022293908630349985,-0.04075653134223333,,,-0.005261048088147377,-0.02574578074426588,-0.04587653414024835,,,-0.005283590238555851,-0.03534155803190429,-0.054931112278524374,,,0.0,-0.022138290175198066,-0.10081268698275672,,
