,Naive_Gross,Naive_Net,ERC_Gross,ERC_Net,Trend_Gross,Trend_Net,Risk_Free,Bench_6040_XR
1993-11-30,-0.0463161438625454,-0.04635126245626405,-0.0509925322529697,-0.0509925322529697,-0.0309291747168547,-0.030955071645248022,0.0025473393892132,-0.0181636388563005
1993-12-31,0.0005890939300024,0.0005885889498203485,-0.0022088172324389,-0.002237335211410673,0.0066216318001796,0.006621206298046581,0.0025149201956327,0.0069104932228184
1994-01-31,0.046741733559276,0.046731925691992374,0.0539659547034717,0.0539659547034717,0.0250558404507168,0.02505058338926122,0.0024500471914443,0.0240716202024629
1994-02-28,-0.0467205847821087,-0.04676760180271079,-0.0454546252679423,-0.04548224157983261,-0.0398733598957548,-0.04016190587643951,0.0026688087676296,-0.0301301882462018
1994-03-31,-0.051033053496949,-0.05106993906648808,-0.0488884698916582,-0.04894128275615715,-0.0302676109140413,-0.030846263698180835,0.0028708987190766,-0.0445733601122826
1994-04-30,-0.0059712026805782,-0.0059803759335071,-0.0014756464572916,-0.0014756464572916001,0.0,-0.000186553430774807,0.0030161266025487,-0.0011319916907488
1994-05-31,0.0014280326037991,0.0014216756509521375,0.0034121396988158,0.0034121396988158,0.0033202447827571,0.003319750671704241,0.0033862171355991,0.0058381901366415
1994-06-30,-0.0082297230206937,-0.008238886470836072,-0.0056139879371586,-0.0056350337651445825,0.0060474665442926,0.006046491788587449,0.0033862171355991,-0.0203435080919212
1994-07-31,0.0286480485547072,0.02863240713042169,0.0285177511925966,0.028489353658056913,0.003888728743599,0.003698409751364613,0.0035386434752657,0.0249093816706175
1994-08-31,-0.0126347852863108,-0.012661319034486274,-0.0213140339011263,-0.021343133359964635,-0.010350186979649,-0.010542821060737947,0.0036588004233741,0.0214698708281712
1994-09-30,-0.0342521806647671,-0.03426207483687875,-0.0334819057721628,-0.033494023174739845,-0.0079749914174583,-0.007976510683569193,0.0037708043235686,-0.0277802935357259
1994-10-31,-0.002465306641588,-0.0024711380968170924,-0.0009784815299857,-0.0009784815299857,0.0052074884978021,0.005207219022905077,0.0040342708735832,0.0068798885789288
1994-11-30,-0.0270207846971072,-0.027024903695335934,-0.032012849972981,-0.032012849972981,-0.0115404318393495,-0.011541193648495882,0.0043049281853966,-0.0262551929335321
1994-12-31,0.0162356755165785,0.016181569314227442,0.0194433526700109,0.01936903924867885,0.0029104836323609,0.0025186412977288284,0.0045510066248739,0.0088546968522392
1995-01-31,0.0113793204232099,0.011364046993906817,0.0086262417009142,0.0086262417009142,0.0125927205102549,0.012336909847894,0.0046381656285388,0.0201131525814978
1995-02-28,0.0277258278522559,0.027719198676847762,0.026395024841271,0.026395024841271,0.0270539200622173,0.027050605474513233,0.0046856718676875,0.0318736787403773
1995-03-31,0.0126802164051102,0.012675489012059605,0.0131274570540061,0.0131274570540061,0.0106963401092977,0.010692862235794054,0.0046540037873179,0.0160079979003339
1995-04-30,0.0207709005253045,0.020768854147970663,0.0217242600988165,0.0217242600988165,0.014936347856708,0.0147548582883294,0.004590634665871,0.0191963844682136
1995-05-31,0.0441093393901887,0.04406928099399208,0.0398229789992559,0.03978330965285695,0.0441093393901887,0.04406928099399208,0.004606481068812,0.044267747604287
1995-06-30,0.0039696861375612,0.003966024902428163,0.0021106005617239,0.0021106005617239,0.0039696861375612,0.003966024902428163,0.0044478931673448,0.0142714355307168
1995-07-31,0.0039444831532336,0.003936411158729131,0.0065312932727998,0.006507639796942507,0.0039444831532336,0.003936411158729131,0.0044082031209211,0.0106579498894165
1995-08-31,0.012126221465843,0.012117167264533395,0.012267637627509,0.012267637627509,0.012126221465843,0.012117167264533395,0.0043923222705009,0.0042610795776592
1995-09-30,0.0163693994162733,0.01635955073538348,0.0159463582471175,0.0159463582471175,0.0163693994162733,0.01635955073538348,0.0042969791189388,0.0263670213471158
1995-10-31,0.0074513459752188,0.007438229537631208,0.0069039520797619,0.0069039520797619,0.0074513459752188,0.007438229537631208,0.0042969791189388,-0.000184728919433
1995-11-30,0.0289041637178384,0.02890099174312161,0.0295253753039312,0.0295253753039312,0.0289041637178384,0.02890099174312161,0.0043605522809628,0.0320989295626042
1995-12-31,0.0374600252623932,0.03741456473773988,0.0428505626778153,0.04279210267630819,0.0374600252623932,0.03741456473773988,0.0041856194553282,0.0147744050274494
1996-01-31,0.0074325216913573,0.007422300906571551,0.0075099805207453,0.0075099805207453,0.0074325216913573,0.007422300906571551,0.0040741237836483,0.0177023804914111
1996-02-29,-0.0166092597911967,-0.016625174867432653,-0.0115479880337236,-0.011565856222143435,-0.0166092597911967,-0.016625174867432653,0.0039385528336748,-0.0120036349304949
1996-03-31,0.0042103990640329,0.0042010863823858735,0.0091236536285252,0.0091236536285252,0.0042103990640329,0.0042010863823858735,0.0040422428477437,-0.0023298480831314
1996-04-30,0.0005527564551296,0.0005348835231716941,0.005675661909994,0.005675661909994,0.0005527564551296,-7.950976459294122e-05,0.0040342708735832,-0.0022265480337322
1996-05-31,-0.0022060659756632,-0.0022100382132044685,-0.0027733810797214,-0.0027733810797214,0.004036496236168,0.004034510117397366,0.0040900600769369,0.0082218955027664
1996-06-30,0.0142060547935272,0.014197414091685201,0.0160376952836345,0.016027112567081565,0.0066458970315198,0.006285385937450524,0.0041458152037889,0.0039278295757044
1996-07-31,-0.0259114292456448,-0.02593891533347388,-0.0289355390273095,-0.02896488501094933,-0.0246887576701738,-0.024710518395391828,0.0041935782233755,-0.030393856152239
1996-08-31,0.0034250023999209,0.0034135368138373855,0.0056897345135623,0.0056737377157289595,0.0068060443687165,0.006436103151222979,0.004113959301397,0.0063243198525269
1996-09-30,0.0342118286088659,0.03420477244103455,0.0346567807994703,0.034642970093404286,0.0202708024677664,0.01962754294306375,0.0041458152037889,0.0388839445629548
1996-10-31,0.025226689008738,0.02521011412932401,0.0229015623414678,0.022890079973811945,0.025226689008738,0.02521011412932401,0.0040661545935285,0.0249738281195317
1996-11-30,0.0517615405913293,0.051740200047617896,0.0545610825273286,0.054529885023291425,0.0517615405913293,0.051740200047617896,0.0040980271803598,0.0525655524280683
1996-12-31,-0.0227425247625053,-0.022751605888626323,-0.0208962801895889,-0.020911057153085753,-0.0227425247625053,-0.022751605888626323,0.0040023760123895,-0.0245509201618919
1997-01-31,0.0081675476390029,0.008151714318575596,0.0064604512752007,0.00643855005617137,0.0081675476390029,0.008151714318575596,0.0040980271803598,0.0327161933428179
1997-02-28,-0.0167067557133222,-0.016733870208088905,-0.0218482628353711,-0.021877524066798153,-0.0167067557133222,-0.01688618768712032,0.0040820922780753,0.0019512234017394
1997-03-31,-0.0272909415544554,-0.027307115846607943,-0.0245876890511544,-0.0245876890511544,-0.0298331485746073,-0.02999505160804478,0.0041856194553282,-0.0368702988692714
1997-04-30,0.0311503815913839,0.03113844062592198,0.0312469342321942,0.03122302746612202,0.0311503815913839,0.03113844062592198,0.004201536297631,0.039649252389792
1997-05-31,0.0202454089892332,0.020235750066495927,0.0197326306213345,0.0197326306213345,0.0202454089892332,0.020235750066495927,0.004113959301397,0.0361087303974961
1997-06-30,0.0095949614877573,0.009583017655262021,0.0043247655484706,0.0043247655484706,0.0095949614877573,0.009439439235038958,0.0040183248361511,0.0296969811500707
1997-07-31,0.0605702354545816,0.06055921799772389,0.0596650672266672,0.0596650672266672,0.0531294713908292,0.05312287607221737,0.004113959301397,0.06027276044219
1997-08-31,-0.0308363044590967,-0.030862985935044298,-0.0272569686980054,-0.027300454452383154,-0.0351730376720696,-0.03534771970648615,0.0041856194553282,-0.0451280531694893
1997-09-30,0.0334567204218166,0.03344760650801464,0.0334819183872038,0.0334819183872038,0.0334567204218166,0.03344760650801464,0.0040342708735832,0.0373880489044323
1997-10-31,0.0108670949362581,0.010855533285262516,0.0120800173615998,0.012064907394191344,0.0108670949362581,0.010855533285262516,0.0040502141257032,-0.0137537621969327
1997-11-30,-0.015730287464367,-0.015760192209284627,-0.0252458689198229,-0.025278172012229067,-0.015730287464367,-0.01590434087860886,0.0041856194553282,0.0248905001928438
1997-12-31,-0.0048294721172999,-0.004841576153405341,-0.0117523787019721,-0.011765438134932367,0.0108697723071156,0.01086372028906288,0.004201536297631,0.0113074251106992
1998-01-31,0.0103649571465187,0.010362456978183696,0.0073543987677018,0.0073543987677018,0.0146344232560352,0.014632222683185985,0.0041059935884708,0.0110928411134761
1998-02-28,-0.003106706476495,-0.003126603482308513,-0.0079789390400928,-0.007996352894620924,0.011518872344659,0.011504647567368671,0.0041458152037889,0.0381993999850245
1998-03-31,0.0091553849500502,0.00915315875510447,0.0093153646333162,0.0093153646333162,0.0111173021558599,0.011115251859403166,0.0040980271803598,0.0269206249462806
1998-04-30,-0.0044707938029356,-0.004472985884486211,-0.0068486278875768,-0.0068486278875768,0.0019777879892866,0.0019762575326328588,0.0040342708735832,0.0035201206298416
1998-05-31,-0.006513121641964,-0.006570448425894487,-0.0121349764522222,-0.012208000554532758,0.0039537639128259,0.003909181621262172,0.0040741237836483,-0.0089550710834855
1998-06-30,0.0090457583392719,0.009043712156587044,0.0060516032198066,0.0060516032198066,0.0168124890683636,0.016811153014542706,0.0040581847075893,0.0257209892689916
1998-07-31,-0.0254617246280844,-0.02547589202923316,-0.030753693536868,-0.030771248092555707,-0.009325132234007,-0.009334203619775482,0.0040422428477437,-0.0105044649911879
1998-08-31,-0.0320068976450654,-0.03205979356149094,-0.0407508963383697,-0.040836937630565874,-0.0202928407464147,-0.020466960311154317,0.0039944005553169,-0.0750033856097788
1998-09-30,0.0871379437110121,0.08711999460265023,0.0887462223361753,0.08872882538766286,0.0516137887785794,0.05160222785885634,0.0037628086026935,0.055798765037274
1998-10-31,-0.0122813418784102,-0.012285144975664923,-0.0109175595031466,-0.010929797732408526,-0.0196846931740596,-0.019816548615727795,0.0032415779026344,0.0408752842910183
1998-11-30,-0.0079439186727997,-0.007958728408977878,-0.0120904418396699,-0.01209798076895614,0.017908209810011,0.01790057378715032,0.0036027468730472,0.0311957741294016
1998-12-31,0.0140071843346116,0.013996572326863648,0.0143637471994411,0.014348329347582654,0.0181693983431527,0.018164092339278723,0.0035867252456669,0.0353167438724007
1999-01-31,0.0138327901367801,0.01383205386825367,0.0139364804594117,0.0139364804594117,0.0137480294935051,0.013747341239844968,0.0035466588636137,0.0227097570258737
1999-02-28,-0.0702782847247572,-0.07028969962313089,-0.068037753518573,-0.06804577056734389,-0.05970185197074,-0.0600159388422362,0.0036267740400885,-0.0400719357429526
1999-03-31,0.0488720696473351,0.0488455311667561,0.0550345585415748,0.054999955323447015,0.012594050767875,0.012481092237173183,0.0036267740400885,0.0232347455422448
1999-04-30,0.0102989235156042,0.010292950573013366,0.0125477868954631,0.01254167557973528,0.0147183068786748,0.014713424808785226,0.0035065748777713,0.0180604251891969
1999-05-31,-0.0431663969031536,-0.04317567512823858,-0.0425392338492668,-0.0425392338492668,-0.0315579850198634,-0.03202082190053784,0.0036748094004368,-0.0246547222300942
1999-06-30,0.0086677510242955,0.008666298516782512,0.0131235582172513,0.013116667100240642,0.0224157082568839,0.02241484770043567,0.0037308187111868,0.026255167367297
1999-07-31,-0.0139056213684119,-0.013910614828289198,-0.0124740286136369,-0.01248037518204231,-0.0018579223233345,-0.0018600107840744749,0.0037148195588312,-0.0239484345151754
1999-08-31,0.0026511821081585,0.0026467248297815157,0.0054533074064265,0.0054533074064265,0.0101748089596084,0.010172580320419908,0.00385072302357,-0.0068246265746509
1999-09-30,0.0112828166659242,0.011276261032551135,0.0110815003599172,0.011077677154140963,0.0018965238458555,0.0017676618960318577,0.0038187639418887,-0.0160877700054143
1999-10-31,-0.0024738014200558,-0.0024887723781350382,-0.0021955295054865,-0.002202115418310031,-0.0101149534708836,-0.010239580106374761,0.0039624917561102,0.0322648145439371
1999-11-30,0.0010472292669407,0.0010430308267602728,0.0036201982506168,0.003614778098199011,0.0102441065832585,0.009776754170115998,0.004129888642202,0.0052737946731024
1999-12-31,0.0011234088304254,0.0011151860872877124,0.006300359768129,0.006291509211939744,0.0125821888372097,0.012111616421430963,0.0042333616592649,0.0252352445676434
2000-01-31,-0.0166572550471125,-0.016661778499059622,-0.0146572527048071,-0.014664009004947971,1.785833975295084e-05,1.5596613779390032e-05,0.0043287712331259,-0.0390029042399699
2000-02-29,0.019822397087119,0.019816332956511074,0.0204074169704786,0.0204074169704786,0.0053561026528957,0.004879713753780212,0.0045113613804723,-0.0063321726803961
2000-03-31,0.0419283414140621,0.04191270353564932,0.0428955725688214,0.0428955725688214,0.0245128348468142,0.024194731185349944,0.0046223247227021,0.0674971405076865
2000-04-30,-0.0369433399783774,-0.036951231759623844,-0.0348613003187726,-0.0348613003187726,-0.0369433399783774,-0.036951231759623844,0.004598558211035,-0.0267275086389788
2000-05-31,0.0017653753815331,0.0017584620337110532,0.0074817601931552,0.0074817601931552,0.0017653753815331,0.0012792846243795855,0.0047015017912679,-0.0168992574431425
2000-06-30,0.0487089366489738,0.04869820437452012,0.0479526105830468,0.047944288349795985,0.0293998584425385,0.02892068103320703,0.0046223247227021,0.0197364728032406
2000-07-31,-0.0142440925348649,-0.014277876119766776,-0.0195449791441906,-0.019572560652161976,-0.0142440925348649,-0.014277876119766776,0.0048359454901756,-0.0126497091801097
2000-08-31,0.0627697438506315,0.06275004942322153,0.0686459874024582,0.06857647255859671,0.0627697438506315,0.06275004942322153,0.0049386220311968,0.0433907230935534
2000-09-30,-0.01728484098532,-0.017295391454310242,-0.0204998308996242,-0.020510861109809646,-0.01728484098532,-0.017406131417243075,0.004867550565343,-0.0368529025926196
2000-10-31,-0.0076960653494756,-0.007700699050568083,-0.0072044068617702,-0.007208715647910276,-0.0054572269315632,-0.005461750812811909,0.004954408184481,-0.0047648589844725
2000-11-30,0.018085901454908,0.018077299557476473,0.0142598226314213,0.0142598226314213,0.0377129529475077,0.037707366523481084,0.0050017502848112,-0.041636574456847
2000-12-31,0.029625019562324,0.029615810902976332,0.0253763528834764,0.025363951295005138,0.0296731769306099,0.02966588997088221,0.0046856718676875,0.0111131736702101
2001-01-31,0.0172377326532514,0.017214033116514472,0.013846871556414,0.013846871556414,0.0100607394662443,0.010038959650198263,0.0041935782233755,0.0167240474154618
2001-02-28,-0.0058957598585043,-0.005906601870184367,-0.0128814788077456,-0.012891101432263703,0.0166205831034773,0.016612656734999735,0.0039784475501516,-0.0485860244068093
2001-03-31,-0.0197501854516001,-0.019753275500943322,-0.0243069681952009,-0.024319984711376745,-0.0039334413167186,-0.004020000160665366,0.0036107566318024,-0.040248663219222
2001-04-30,-0.0037625506729717,-0.0037771000386010887,0.002876527873374,0.002876527873374,-0.0304264506134606,-0.03052499271419039,0.0031691721789193,0.0323890674852248
2001-05-31,-0.0004554838602543,-0.00045617929616422235,-0.0016792462246837,-0.0016792462246837,-0.0012389564819214,-0.0013255560712437616,0.0029677430057029,0.0005233175500492
2001-06-30,-0.0176597064297312,-0.017662283554148256,-0.0200767921752927,-0.0200767921752927,0.0032966063787063,0.0032954569656410216,0.0028628237165644,-0.0152557927826919
2001-07-31,0.0436017473997013,0.04358086130602786,0.0381425015200848,0.038130734349224406,0.0468520742317272,0.046840091011060236,0.0028789730064431,0.0039940945214735
2001-08-31,0.0062867130624469,0.0062631035325764325,0.0020303305876628,0.00199179500305819,0.0206254836483879,0.020610588215460364,0.0027577835453318,-0.0316710133275737
2001-09-30,-0.0262742671319213,-0.02630414527083464,-0.0341539566276428,-0.03420225086485865,0.0141182868835706,0.01410334781411393,0.0021738205225527,-0.0409276691836063
2001-10-31,0.0352334972862497,0.035223229306196216,0.0314123989196986,0.03140161929073034,0.040956780271972,0.04095164628194526,0.001782422107218,0.021027145158625
2001-11-30,-0.026068442252088,-0.02609099398102722,-0.0221862362635319,-0.02220006576966337,-0.0346069526214815,-0.03462425670402261,0.0015451345433195,0.0310712281487272
2001-12-31,-0.021600722817791,-0.021607390926913,-0.0198927384880993,-0.019900674231683322,-0.0204364555461917,-0.020439789600752697,0.0013975409693907,-0.0033237177005975
2002-01-31,-0.0044474237839653,-0.004450065198646299,-0.0060350170150127,-0.0060350170150127,0.0056799271661078,0.005678909750306484,0.0013647098773525,-0.0082351494891245
2002-02-28,0.0195036481758005,0.019473499255695918,0.0178854068207027,0.01785622782992895,0.0169896978438077,0.016974623383755407,0.0014221565206407,-0.0052416251745487
2002-03-31,-0.01586426336861,-0.015887755905420197,-0.0091400618496273,-0.009167598313672124,-0.0503171596110193,-0.051328905879424395,0.0014795669370546,0.0063976051278234
2002-04-30,0.0171567632541572,0.017150562959257175,0.012375466433653,0.012365201971986902,-0.0146410071650599,-0.015550776017730649,0.0014139520764002,-0.0262514242626725
2002-05-31,0.0048061420946454,0.004794529691684097,0.0015933845431887,0.0015841378737212184,0.0072899064977833,0.007280871540465127,0.0014303602255574,-0.0029710403760895
2002-06-30,-0.0004042271309151,-0.0004120289506853608,-0.0032611361081979,-0.0032611361081979,0.0201570277072905,0.020150242307645037,0.0014057468926966,-0.0353113980192658
2002-07-31,-0.000386256978035,-0.00040507546753826144,-0.004470305133662,-0.004470305133662,0.0219750680302188,0.021958873051558907,0.0013893343063426,-0.0350858280106179
2002-08-31,0.0699154905290134,0.06989967039494552,0.0675052107217496,0.0674958107732191,0.0685958880905659,0.06858339251833555,0.001340078785663,0.0163599403536333
2002-09-30,0.032069431893386,0.03205332946008741,0.02255491541549,0.022544659627033954,0.0618143279041622,0.061800341018979195,0.0013482898900922,-0.0479700282940852
2002-10-31,-0.0208796455005431,-0.02088821305992038,-0.0114636329499875,-0.011471153529670505,-0.0441850058952812,-0.04419355429502768,0.0013072269593599,0.0433562932259981
2002-11-30,0.016314269268167,0.01630869824727858,0.0189451568001177,0.018939948259275797,0.0008617043576155,0.0008575031785775015,0.0010192665680117,0.0265730941645718
2002-12-31,0.0659259598442814,0.06590388397367995,0.0550892882608559,0.055070085326434697,0.0820732989221655,0.08205550612461808,0.0009862987191306,-0.0216299359648116
2003-01-31,0.0088803702572426,0.008874227129227393,0.0054785881337555,0.005472211423443609,0.016087759904085,0.01608184737073353,0.000969810314674,-0.0205409779848429
2003-02-28,0.0635613574163614,0.0635535124390248,0.0580892559884713,0.058080393913820645,0.067851542119336,0.06784547817467124,0.000969810314674,0.0013372319971556
2003-03-31,-0.0334574074347768,-0.03347519048975005,-0.0313425067716863,-0.03136960877505885,-0.0355909482681398,-0.03560198403329689,0.0009368245400691,0.0026227743689515
2003-04-30,0.0257340559188329,0.025712059822290356,0.0347069732696001,0.034611059845186365,0.0057895681249506,0.005573127402446491,0.0009368245400691,0.0482441999247613
2003-05-31,0.0953550150005216,0.09534634057481754,0.0982885316932017,0.09828326475773845,0.0772136047961369,0.07711778697160022,0.0008873234469353,0.0498977205430562
2003-06-30,-0.0061202755230722,-0.006125771452417613,-0.0050544727065046,-0.0050600116353212935,-0.0061202755230722,-0.006125771452417613,0.0007634527638813,0.0028300476562012
2003-07-31,-0.0820821487528884,-0.08214650666540975,-0.0756324444020104,-0.07571236049968795,-0.0820821487528884,-0.08242176037518914,0.0007469239231387,-0.018714138798742
2003-08-31,0.0214658516446233,0.02145188602641753,0.0224433183563425,0.022416078619540376,0.018162269828219,0.018149784280691247,0.0007882403958696,0.0140650718186766
2003-09-30,0.0403839829245264,0.04036480221226872,0.0339809850289192,0.03395744486884436,0.0188991235476908,0.018606169196331755,0.0007799786022335,0.0107742977561403
2003-10-31,-0.0048528261173857,-0.004858032784140544,0.0038294681464933,0.0038294681464933,-0.0048528261173857,-0.005131101446416545,0.0007634527638813,0.0231222166778341
2003-11-30,0.0116590311226524,0.011649290853081667,0.012201712617847,0.012201712617847,0.0104084707207162,0.010399707735198837,0.0007717160582849,0.0060179680750295
2003-12-31,0.0393034551270195,0.03929634045637127,0.0440185412739766,0.0440005202578483,0.0350084570097441,0.034729250960873245,0.0007469239231387,0.0348441900793858
2004-01-31,0.0187386290391681,0.018732672828365507,0.019702791842163,0.019702791842163,0.0187386290391681,0.018732672828365507,0.0007303920788652,0.0156720757602564
2004-02-29,0.0347720609547735,0.03476083361784844,0.0348645985712129,0.034847035319255454,0.0347720609547735,0.03476083361784844,0.0007717160582849,0.0149312568615536
2004-03-31,0.0134278100097943,0.013420931832126805,0.0104242101853195,0.010410409003147977,0.0134278100097943,0.013420931832126805,0.0007799786022335,-0.0037765605802047
2004-04-30,-0.0450731425165576,-0.04510373660348337,-0.044539215823345,-0.0445844477889476,-0.0450731425165576,-0.04537385738328878,0.0007799786022335,-0.0297861269561892
2004-05-31,0.0031261242260271,0.0031219814025283546,0.0059700919555685,0.0059700919555685,0.0059716545511631,0.005518868302173398,0.0008460519545316,0.0051379933589741
2004-06-30,0.0006602291479226,0.0006571382965087524,0.0020771015910145,0.0020652539315969315,-0.004551531138362,-0.004553172011823276,0.0010522224777222,0.0137513963723547
2004-07-31,0.0191596401741368,0.019149258990867113,0.0143939887858783,0.014387828089612023,0.0063100322389569,0.005425460925555505,0.0011016339761076,-0.0153022086328204
2004-08-31,0.0227650900864985,0.022754512622338508,0.0197305235259637,0.019717882104025596,0.0221837683921955,0.022178479660115505,0.001225045484541,0.014971702020879
2004-09-30,0.0286481697332632,0.02863532762939942,0.0308210783543752,0.030774368036597097,0.0264294086642784,0.02625689224417917,0.0013647098773525,0.0064889113266545
2004-10-31,0.0205540490273468,0.020550589380133304,0.0221846804062694,0.022180413979929564,0.0205540490273468,0.020550589380133304,0.001454966905757,0.0123130789094733
2004-11-30,-0.0170061618192647,-0.017017806789573365,-0.0106522696274162,-0.0106522696274162,-0.0170061618192647,-0.017017806789573365,0.0017088472872288,0.0142627476729659
2004-12-31,0.0024871523993312,0.002473928288390644,0.0029467164006876,0.0029389556519916356,0.0024871523993312,0.002358694644176753,0.0018069338440696,0.0241730330296214
2005-01-31,0.0129697279007972,0.012968632702398853,0.0099866021362794,0.00998654935737288,0.0015633079403877,0.001446979097775463,0.0019212348036832,-0.0117223797783304
2005-02-28,0.0028064446000896,0.0028028877521310666,0.008343834153576,0.00833915161314737,0.0028064446000896,0.0028028877521310666,0.0020924177544194,0.0050368070571074
2005-03-31,-0.0050847762774575,-0.005095256886470553,-0.0037776805657387,-0.003792522302810442,-0.0050847762774575,-0.005095256886470553,0.0022551506231971,-0.0157301405376978
