,Active_Assets,Risk_On_Weight_Sum,Target_Leverage,Actual_Gross_Exposure,Actual_Borrowing
2010-04-30,3.0,0.6533351234485028,1.416664555448914,0.9255567122193344,0.0
2010-05-31,4.0,1.0000000000000002,1.3993262550583951,1.3993262550583954,0.39932625505839536
2010-06-30,3.0,0.894063448955323,1.4144666683558793,1.2646229479426025,0.26462294794260255
2010-07-31,2.0,0.7286153913646989,1.4165399173261666,1.032112786246323,0.03211278624632308
2010-08-31,3.0,0.8931408507348493,1.431748096931409,1.27875271333132,0.2787527133313199
2010-09-30,2.0,0.7290339203629503,1.4212357417656933,1.036129064579389,0.036129064579389025
2010-10-31,4.0,1.0,1.450026684137319,1.450026684137319,0.45002668413731906
2010-11-30,4.0,0.9999999999999999,1.4565894851617338,1.4565894851617336,0.4565894851617336
2010-12-31,4.0,0.9999999999999999,1.4571449459170271,1.457144945917027,0.4571449459170269
2011-01-31,3.0,0.6560708657077434,1.460012859666868,0.9578719007860802,0.0
2011-02-28,3.0,0.654193852794067,1.453805518396165,0.951070633292863,0.0
2011-03-31,3.0,0.6547751258605591,1.4497001893696673,0.9492276239546003,0.0
2011-04-30,3.0,0.6555699996840104,1.4531320772140321,0.9526297954000285,0.0
2011-05-31,3.0,0.6534408818016407,1.4468271724141188,0.9454160233568563,0.0
2011-06-30,4.0,1.0,1.446247160065824,1.446247160065824,0.446247160065824
2011-07-31,4.0,1.0,1.3932159902205217,1.3932159902205217,0.39321599022052167
2011-08-31,4.0,1.0,1.3913117614052164,1.3913117614052164,0.3913117614052164
2011-09-30,2.0,0.71928635985266,1.3824566052050875,0.9943821792122333,0.0
2011-10-31,2.0,0.7358195857357261,1.4804943586757542,1.089376745684873,0.08937674568487308
2011-11-30,2.0,0.7466470046019341,1.7942883457874204,1.3397000187743369,0.33970001877433686
2011-12-31,2.0,0.7466012365801102,1.7941963821749904,1.339549237599408,0.339549237599408
2012-01-31,2.0,0.7591788113573912,1.8591427873831183,1.4114218114691828,0.4114218114691828
2012-02-29,3.0,0.8887658712672295,1.8532893087518505,1.6471402872030798,0.6471402872030798
2012-03-31,4.0,1.0,1.8038984601927113,1.8038984601927113,0.8038984601927113
2012-04-30,4.0,1.0,1.6717420322547902,1.6717420322547902,0.6717420322547902
2012-05-31,4.0,1.0,1.643489019732294,1.643489019732294,0.643489019732294
2012-06-30,3.0,0.8918218058141112,1.7906003511836046,1.596896438683944,0.5968964386839439
2012-07-31,3.0,0.8937649593863097,1.8065282859447442,1.614611680117624,0.614611680117624
2012-08-31,3.0,0.8983628488693508,1.7797762967277777,1.5988849042785094,0.5988849042785094
2012-09-30,4.0,1.0,1.7823861177127,1.7823861177127,0.7823861177127001
2012-10-31,4.0,1.0,1.7854456062304216,1.7854456062304216,0.7854456062304216
2012-11-30,3.0,0.9006700831747868,1.7709086982324973,1.5950044845320168,0.5950044845320168
2012-12-31,3.0,0.9009008820275612,1.7360540778313187,1.5640126499657794,0.5640126499657794
2013-01-31,3.0,0.9044953868999985,1.8359908726282559,1.6606452746827602,0.6606452746827602
2013-02-28,3.0,0.7319587417236258,1.7959123803976307,1.3145337662017313,0.31453376620173135
2013-03-31,3.0,0.732495185817903,1.7931401392060653,1.3134665194652873,0.31346651946528725
2013-04-30,4.0,0.9999999999999998,1.783916157679794,1.7839161576797935,0.7839161576797935
2013-05-31,3.0,0.9030455248118445,1.8089691015855258,1.633581451709712,0.633581451709712
2013-06-30,1.0,0.1431822738491883,1.606095534202681,0.22996441060616665,0.0
2013-07-31,1.0,0.15329523993367122,1.4740169840647892,0.22595978723851828,0.0
2013-08-31,2.0,0.26533707709308396,1.4757047115666588,0.3915591748195898,0.0
2013-09-30,2.0,0.2632152035748982,1.5015798121564528,0.3952386359407181,0.0
2013-10-31,2.0,0.2723236727654827,1.4380387081074568,0.3916119825707526,0.0
2013-11-30,2.0,0.6128678499315923,1.4480995946146478,0.8874936850382895,0.0
2013-12-31,1.0,0.15938239913900965,1.449665303013342,0.23105113394284582,0.0
2014-01-31,2.0,0.2745919027307265,1.42722363191755,0.39190405271049805,0.0
2014-02-28,3.0,0.8827991230416445,1.4326764016569744,1.2647654709852358,0.26476547098523584
2014-03-31,4.0,0.9999999999999999,1.4355870305912986,1.4355870305912983,0.43558703059129833
2014-04-30,4.0,1.0,1.4269247849623057,1.4269247849623057,0.4269247849623057
2014-05-31,4.0,1.0,1.4453325559185926,1.4453325559185926,0.44533255591859255
2014-06-30,4.0,1.0,1.434656610246858,1.434656610246858,0.4346566102468581
2014-07-31,4.0,1.0,1.455233402632225,1.455233402632225,0.4552334026322249
2014-08-31,3.0,0.8818795730070639,1.485564827469379,1.3100892757230085,0.3100892757230085
2014-09-30,3.0,0.8854931408554809,1.4858927316699861,1.3157478219407863,0.3157478219407863
2014-10-31,3.0,0.8785657038556699,1.384666418857936,1.2165204268892325,0.21652042688923245
2014-11-30,3.0,0.8772556612812767,1.315510632941768,1.1540391502238816,0.1540391502238816
2014-12-31,3.0,0.8884076737198104,1.3437160519877522,1.1937676518864069,0.19376765188640688
2015-01-31,3.0,0.8997360062399434,1.3285938854191375,1.1953837563818237,0.1953837563818237
2015-02-28,3.0,0.8974396786269873,1.335758351877892,1.1987625460326095,0.19876254603260946
2015-03-31,3.0,0.8959184535788784,1.3548937429250933,1.213874306925148,0.21387430692514808
2015-04-30,3.0,0.898253624214524,1.3741640637405608,1.234347850520317,0.23434785052031692
