,Risk_Free,Bench_SP500_XR,Bench_SP500_TR,Bench_6040_XR,Bench_6040_TR,RP_Unlevered_XR,RP_Academic_XR,RP_Retail_XR,Vol_Target_Equity_TR,Vol_Target_6040_TR,Vol_RP_Est,Lev_Ratio_Academic_Realized,Lev_Ratio_Retail_Realized,RP_Unlevered_TR,RP_Academic_TR,RP_Retail_TR,RP_Trend_XR,RP_Trend_TR
1991-02-28,0.0048201388511142,0.0667051736191548,0.071525312470269,0.0410957345025823,0.0459158733536965,0.0151374550857205,0.0421229910857358,0.0305805766097765,0.1444039996507148,0.1054642930276404,0.0508480326078824,2.7826996577166563,2.0490689142754865,0.0199575939368347,0.04694312993685,0.0354007154608908,0.02880507746598951,0.03362521631710371
1991-03-31,0.0047964237628919,0.0194081411199622,0.0242045648828541,0.0116140979170077,0.0164105216798996,0.0097493787066497,0.0276873839610001,0.0197737122252853,0.1421941410551936,0.1031674516885235,0.0497685092255822,2.8399126543433457,2.074107234391192,0.0145458024695416,0.032483807723892,0.0245701359881772,0.013029884669620817,0.01782630843251272
1991-04-30,0.004590634665871,-0.0022155069958728,0.0023751276699982,0.0003894321985598,0.0049800668644308,0.0069466605249447,0.0198473742421252,0.0139529911622117,0.1423476346305411,0.103078060184947,0.0491622244711256,2.8571101424713925,2.072945976570122,0.0115372951908157,0.0244380089079962,0.0185436258280827,0.010351530792622469,0.01494216545849347
1991-05-31,0.004439956538087,0.0387086146718973,0.0431485712099843,0.02310501016213,0.027544966700217,0.0068467510848741,0.019824542808532,0.0138985727635825,0.1432991098268413,0.103205794441878,0.0484955686629714,2.8954671438733297,2.096691928140242,0.0112867076229611,0.024264499346619,0.0183385293016695,0.014992143607153707,0.01943210014524071
1991-06-30,0.0045272215436409,-0.050343102330432,-0.0458158807867911,-0.0341159654852016,-0.0295887439415606,-0.0151191491394407,-0.0446754255285416,-0.0326458569030594,0.1462480619494365,0.1046388346085989,0.0487252813202829,2.9548901936550505,2.128148529974761,-0.0105919275957998,-0.0401482039849006,-0.0281186353594185,-0.02681679392323867,-0.02228957237959777
1991-07-31,0.0045351505923962,0.0420760957019704,0.0466112462943665,0.0273310808528716,0.0318662314452678,0.0156760704257703,0.0470514358484183,0.0331866344371827,0.1472346359271497,0.1047910787178826,0.0484639331367452,3.0014815301588063,2.147526095242467,0.0202112210181665,0.0515865864408145,0.0377217850295789,0.02383895702224158,0.02837410761463778
1991-08-31,0.0043367175322408,0.0193412167487281,0.0236779342809689,0.0230289249372765,0.0273656424695173,0.0214317824211607,0.0651102753473023,0.0458565650067772,0.1445704717675967,0.1033563571157708,0.048931079984548,3.038024279446565,2.162248301220673,0.0257684999534015,0.0694469928795431,0.050193282539018,0.04585656500677724,0.050193282539018044
1991-09-30,0.0042492701806178,-0.0209803700787297,-0.0167310998981119,-0.0018951192755811,0.0023541509050366,0.0134860908890811,0.0398456384836479,0.0280230019773239,0.1447927880585165,0.1024105056554893,0.0485670820285031,2.9545728863438474,2.112283972182301,0.0177353610696989,0.0440949086642657,0.0322722721579417,0.028023001977323908,0.032272272157941706
1991-10-31,0.0040661545935285,0.0093792891581812,0.0134454437517097,0.0066993383999722,0.0107654929935007,0.00714921149636,0.0213139025159353,0.0146131789872418,0.1445489744583995,0.1021033415899236,0.0481254004154189,2.981294164648362,2.108639850114691,0.0112153660898885,0.0253800571094638,0.0186793335807703,0.014613178987241838,0.018679333580770337
1991-11-30,0.0037228194856664,-0.0440144866314951,-0.0402916671458287,-0.022642381707267,-0.0189195622216006,-0.0048765940975725,-0.0146472865284522,-0.0108135671592978,0.1470119648705883,0.1023635149764123,0.047295818888342,3.003589438732089,2.121609783866088,-0.0011537746119061,-0.0109244670427858,-0.0070907476736314,-0.010813567159297802,-0.007090747673631402
1991-12-31,0.003329995796502,0.1110260851540304,0.1143560809505324,0.0871635935812421,0.0904935893777441,0.0377521986336465,0.1173470267836907,0.0812228683018452,0.1583261344108584,0.1120332858005948,0.0503369652636582,3.108349474488762,2.1643243681821573,0.0410821944301485,0.1206770225801927,0.0845528640983472,0.049722397851432655,0.053052393647934654
1992-01-31,0.003112816845733,-0.0217313198269279,-0.0186185029811948,-0.0285085905767668,-0.0253957737310338,-0.0193565652494736,-0.0608826838594988,-0.0435919399462487,0.1556582375864294,0.11211144308232,0.0522566252693569,3.1453247554420525,2.22566582941823,-0.0162437484037406,-0.0577698670137658,-0.0404791231005157,-0.04879395834392638,-0.04568114149819338
1992-02-29,0.003145024157517,0.0097931449097315,0.0129381690672485,0.0083839963542792,0.0115290205117962,0.0033987332273339,0.0101238975962823,0.0068143955629239,0.1540481679939099,0.110523954008723,0.0511821793223724,2.9787267546807934,2.1454011056096776,0.0065437573848509,0.0132689217537993,0.0099594197204409,0.009957315454667404,0.013102339612184405
1992-03-31,0.0033058903246372,-0.0227484528052152,-0.0194425624805779,-0.0198138911287095,-0.0165080008040723,-0.0088368334286309,-0.0265971037693163,-0.0195655465307928,0.1551132451895063,0.111743988531082,0.0517167527036347,3.009800284697346,2.159422163686373,-0.0055309431039937,-0.0232912134446791,-0.0162596562061556,-0.021156992061892664,-0.017851101737255463
1992-04-30,0.0030725417032555,0.0262952100698706,0.0293677517731261,0.015364158061032,0.0184366997642875,0.0074570329410746,0.0223657576094539,0.0156287288123657,0.1536916682828259,0.1104244596855279,0.0511261563412437,2.9992837347223364,2.160691866415462,0.0105295746443301,0.0254382993127094,0.0187012705156212,0.009882183690308391,0.012954725393563892
1992-05-31,0.0029758087216387,0.001907320844108,0.0048831295657467,0.0105080943232804,0.0134839030449191,0.0181136250360215,0.0544518286752496,0.0386393069673311,0.1527990340602061,0.1092487802177253,0.0506807886678984,3.006125420337686,2.1598423583824995,0.0210894337576602,0.0574276373968883,0.0416151156889698,0.03863930696733113,0.041615115688969834
1992-06-30,0.0030000015894111,-0.0178676656726642,-0.0148676640832531,-0.0038779727846267,-0.0008779711952156,0.0078038405794502,0.0235280290335111,0.0163406410403972,0.1532343860587512,0.1094269478318049,0.0495213195295619,3.0149294817050745,2.155624676193674,0.0108038421688613,0.0265280306229222,0.0193406426298083,0.01634064104039723,0.01934064262980833
1992-07-31,0.0026364327582906,0.0382107184465359,0.0408471512048265,0.0366037727770166,0.0392402055353072,0.0247566015867633,0.0766046202936494,0.0542004566826635,0.1469589912258246,0.1060150697683325,0.0504572253451096,3.094310825545937,2.209693254832388,0.0273930343450539,0.07924105305194,0.0568368894409541,0.0542004566826635,0.0568368894409541
1992-08-31,0.0025716462189622,-0.0230407086676502,-0.020469062448688,-0.0094072934468467,-0.0068356472278845,0.0031624526251219,0.0092107870042553,0.0061858034012412,0.1478190356747927,0.1063547833666637,0.0491384204509801,2.912545450036591,2.101087565405177,0.0057340988440841,0.0117824332232175,0.0087574496202034,0.006185803401241274,0.008757449620203474
1992-09-30,0.0023932454057613,0.0093624810224853,0.0117557264282466,0.0144587805303873,0.0168520259361486,0.0135652329406843,0.0408071571190344,0.0288753069777447,0.1476509884183584,0.1062758933048123,0.0492789636500189,3.008216467602788,2.1643911372538005,0.0159584783464456,0.0432004025247957,0.031268552383506,0.02887530697774474,0.03126855238350604
1992-10-31,0.0023526510136486,0.0011066661472248,0.0034593171608733,-0.0101027821485228,-0.0077501311348742,-0.018110703658853,-0.0542637782023002,-0.0395397830337202,0.1464752959581373,0.1065872699219482,0.0512532880114109,2.9962269398502688,2.1566174259144977,-0.0157580526452044,-0.0519111271886516,-0.0371871320200716,-0.039539783033720216,-0.037187132020071616
1992-11-30,0.0025716462189622,0.0314761877774945,0.0340478339964567,0.0161089401976155,0.0186805864165777,-9.298310262001692e-05,-0.0002657336796617,-0.0006432100560473,0.1470381262656473,0.1066331457640407,0.0512948631201608,2.857870647183064,2.079617781829725,0.0024786631163421,0.0023059125393004,0.0019284361629148,0.002578447285432832,0.005150093504395032
1992-12-31,0.0026445278387947,0.0096318666607398,0.0122763944995345,0.0143847580282024,0.0170292858669971,0.0141389355729952,0.0405296371271616,0.0289428840349045,0.1468042321965768,0.1066849963384611,0.0514232449471581,2.866526756410975,2.0788265820298863,0.0167834634117899,0.0431741649659563,0.0315874118736992,0.02910837727771176,0.03175290511650646
1993-01-31,0.0024662697723036,0.0058835260736212,0.0083497958459248,0.0140726741729787,0.0165389439452823,0.0185273284105529,0.0528922221037927,0.0379898596475281,0.1395952964837943,0.1005424684823386,0.0478489186543479,2.8548218572984307,2.0746449529126303,0.0209935981828565,0.0553584918760963,0.0404561294198317,0.036053428450285786,0.03851969822258939
